Leg1,Leg2,Leg3,Leg4,Type,Latest,Change,Open,High,Low,Previous,Volume,Time
CLM7,CLZ8,,,SP,4.3,0.46,0,4.3,4.3,3.84,N/A,2026-04-22
CLM7,CLF9,,,SP,4.5,0.46,0,4.5,4.5,4.04,N/A,2026-04-22
CLM7,CLG9,,,SP,4.71,0.48,0,4.71,4.71,4.23,N/A,2026-04-22
CLM7,CLH9,,,SP,4.9,0.49,0,4.9,4.9,4.41,N/A,2026-04-22
CLM7,CLJ9,,,SP,5.07,0.5,0,5.07,5.07,4.57,N/A,2026-04-22
CLM7,CLK9,,,SP,5.21,0.51,0,5.21,5.21,4.7,N/A,2026-04-22
CLM7,CLM9,,,SP,5.38,0.52,0,5.38,5.38,4.86,N/A,2026-04-22
CLM7,CLN9,,,SP,5.59,0.53,0,5.59,5.59,5.06,N/A,2026-04-22
CLM7,CLQ9,,,SP,5.77,0.54,0,5.77,5.77,5.23,N/A,2026-04-22
CLM7,CLU9,,,SP,5.95,0.54,0,5.95,5.95,5.41,N/A,2026-04-22
CLM7,CLV9,,,SP,6.13,0.55,0,6.13,6.13,5.58,N/A,2026-04-22
CLM7,CLX9,,,SP,6.31,0.56,0,6.31,6.31,5.75,N/A,2026-04-22
CLM7,CLZ9,,,SP,6.44,0.57,0,6.44,6.44,5.87,N/A,2026-04-22
CLM7,CLM0,,,SP,7.53,0.59,0,7.53,7.53,6.94,N/A,2026-04-22
CLM7,CLZ0,,,SP,8.56,0.63,0,8.56,8.56,7.93,N/A,2026-04-22
CLM7,CLM1,,,SP,9.62,0.65,0,9.62,9.62,8.97,N/A,2026-04-22
CLM7,CLZ1,,,SP,10.65,0.69,0,10.65,10.65,9.96,N/A,2026-04-22
CLM7,CLM2,,,SP,11.69,0.69,0,11.69,11.69,11,N/A,2026-04-22
CLM7,CLZ2,,,SP,12.66,0.69,0,12.66,12.66,11.97,N/A,2026-04-22
CLM7,CLM3,,,SP,13.63,0.69,0,13.63,13.63,12.94,N/A,2026-04-22
CLM7,CLZ3,,,SP,14.63,0.69,0,14.63,14.63,13.94,N/A,2026-04-22
CLM7,CLM4,,,SP,15.6,0.69,0,15.6,15.6,14.91,N/A,2026-04-22
CLM7,CLZ4,,,SP,16.53,0.69,0,16.53,16.53,15.84,N/A,2026-04-22
CLM7,CLM5,,,SP,17.5,0.69,0,17.5,17.5,16.81,N/A,2026-04-22
CLM7,CLZ5,,,SP,18.43,0.69,0,18.43,18.43,17.74,N/A,2026-04-22
CLM7,QAM7,,,IS,-5.39,0,-5.24,-5.23,-5.62,-5.39,910,"08:27 CT"
CLM7,QAM7,CLN7,QAN7,IP,-0.11,-0.01,0,-0.11,-0.11,-0.1,N/A,2026-04-22
CLM7,QAM7,CLQ7,QAQ7,IP,-0.15,-0.03,0,-0.15,-0.15,-0.12,N/A,2026-04-22
CLM7,QAM7,CLU7,QAU7,IP,-0.17,-0.02,0,-0.17,-0.17,-0.15,N/A,2026-04-22
CLM7,QAM7,CLV7,QAV7,IP,-0.2,-0.02,0,-0.2,-0.2,-0.18,N/A,2026-04-22
CLM7,QAM7,CLX7,QAX7,IP,-0.22,-0.02,0,-0.22,-0.22,-0.2,N/A,2026-04-22
CLM7,QAM7,CLZ7,QAZ7,IP,-0.29,-0.05,-0.29,-0.29,-0.29,-0.24,1,"04:23 CT"
CLM7,QAM7,CLF8,QAF8,IP,-0.25,-0.04,0,-0.25,-0.25,-0.21,N/A,2026-04-22
CLM7,QAM7,CLG8,QAG8,IP,-0.24,-0.03,0,-0.24,-0.24,-0.21,N/A,2026-04-22
CLM7,QAM7,CLH8,QAH8,IP,-0.2,-0.03,0,-0.2,-0.2,-0.17,N/A,2026-04-22
CLM7,QAM7,CLJ8,QAJ8,IP,-0.15,-0.04,0,-0.15,-0.15,-0.11,N/A,2026-04-22
CLM7,QAM7,CLK8,QAK8,IP,-0.13,-0.04,0,-0.13,-0.13,-0.09,N/A,2026-04-22
CLM7,QAM7,CLM8,QAM8,IP,-0.15,-0.05,0,-0.15,-0.15,-0.1,N/A,2026-04-22
CLM7,QAM7,CLN8,QAN8,IP,-0.15,-0.05,0,-0.15,-0.15,-0.1,N/A,2026-04-22
CLM7,QAN7,,,IS,-4.9,0,0,-4.9,-4.9,-4.9,N/A,2026-04-22
CLM7,QAQ7,,,IS,-4.5,0.06,0,-4.5,-4.5,-4.56,N/A,2026-04-22
CLM7,QAZ7,,,IS,-3.33,0.2,0,-3.33,-3.33,-3.53,N/A,2026-04-22
CLN7,CLQ7,,,SP,0.35,-0.01,0.36,0.37,0.33,0.36,80,"08:10 CT"
CLN7,CLQ7,CLU7,,SA,71.73,0.61,0,71.73,71.73,71.12,N/A,2026-04-22
CLN7,CLU7,,,SP,0.69,0.02,0.72,0.74,0.69,0.67,7,"04:24 CT"
CLN7,CLV7,,,SP,0.95,0.01,0.98,0.98,0.9,0.94,4,"08:14 CT"
CLN7,CLX7,,,SP,1.19,0.15,0,1.19,1.19,1.04,N/A,2026-04-22
CLN7,CLZ7,,,SP,1.44,0.18,0,1.44,1.44,1.26,N/A,2026-04-22
CLN7,CLF8,,,SP,1.73,0.2,0,1.73,1.73,1.53,N/A,2026-04-22
CLN7,CLG8,,,SP,2.02,0.24,0,2.02,2.02,1.78,N/A,2026-04-22
CLN7,CLH8,,,SP,2.28,0.26,0,2.28,2.28,2.02,N/A,2026-04-22
CLN7,CLJ8,,,SP,2.5,0.28,0,2.5,2.5,2.22,N/A,2026-04-22
CLN7,CLK8,,,SP,2.67,0.31,0,2.67,2.67,2.36,N/A,2026-04-22
CLN7,CLM8,,,SP,2.82,0.33,0,2.82,2.82,2.49,N/A,2026-04-22
CLN7,CLN8,,,SP,3.01,0.35,0,3.01,3.01,2.66,N/A,2026-04-22
CLN7,CLQ8,,,SP,3.22,0.36,0,3.22,3.22,2.86,N/A,2026-04-22
CLN7,CLU8,,,SP,3.43,0.37,0,3.43,3.43,3.06,N/A,2026-04-22
CLN7,CLV8,,,SP,3.62,0.39,0,3.62,3.62,3.23,N/A,2026-04-22
CLN7,CLX8,,,SP,3.77,0.42,0,3.77,3.77,3.35,N/A,2026-04-22
CLN7,CLZ8,,,SP,3.92,0.42,0,3.92,3.92,3.5,N/A,2026-04-22
CLN7,CLF9,,,SP,4.12,0.42,0,4.12,4.12,3.7,N/A,2026-04-22
CLN7,CLG9,,,SP,4.33,0.44,0,4.33,4.33,3.89,N/A,2026-04-22
CLN7,CLH9,,,SP,4.52,0.45,0,4.52,4.52,4.07,N/A,2026-04-22
CLN7,CLJ9,,,SP,4.69,0.46,0,4.69,4.69,4.23,N/A,2026-04-22
CLN7,CLK9,,,SP,4.83,0.47,0,4.83,4.83,4.36,N/A,2026-04-22
CLN7,CLM9,,,SP,5,0.48,0,5,5,4.52,N/A,2026-04-22
CLN7,CLN9,,,SP,5.21,0.49,0,5.21,5.21,4.72,N/A,2026-04-22
CLN7,CLQ9,,,SP,5.39,0.5,0,5.39,5.39,4.89,N/A,2026-04-22
CLN7,CLU9,,,SP,5.57,0.5,0,5.57,5.57,5.07,N/A,2026-04-22
CLN7,CLV9,,,SP,5.75,0.51,0,5.75,5.75,5.24,N/A,2026-04-22
CLN7,CLX9,,,SP,5.93,0.52,0,5.93,5.93,5.41,N/A,2026-04-22
CLN7,QAN7,,,IS,-5.28,-0.04,0,-5.28,-5.28,-5.24,N/A,2026-04-22
CLN7,QAQ7,,,IS,-4.88,0.02,0,-4.88,-4.88,-4.9,N/A,2026-04-22
CLN7,QAU7,,,IS,-4.55,0.05,0,-4.55,-4.55,-4.6,N/A,2026-04-22
CLQ7,CLU7,,,SP,0.31,0,0.33,0.34,0.29,0.31,96,"08:14 CT"
CLQ7,CLU7,CLV7,,BF,0.03,-0.01,0.03,0.03,0.03,0.04,26,"08:21 CT"
CLQ7,CLV7,,,SP,0.62,0.04,0.6,0.65,0.6,0.58,22,"04:29 CT"
CLQ7,CLX7,,,SP,0.83,0.11,0.78,0.83,0.78,0.72,2,2026-04-22
CLQ7,CLZ7,,,SP,1.08,0.14,0,1.08,1.08,0.94,N/A,2026-04-22
CLQ7,CLF8,,,SP,1.37,0.16,0,1.37,1.37,1.21,N/A,2026-04-22
CLQ7,CLG8,,,SP,1.66,0.2,0,1.66,1.66,1.46,N/A,2026-04-22
CLQ7,CLH8,,,SP,1.92,0.22,0,1.92,1.92,1.7,N/A,2026-04-22
CLQ7,CLJ8,,,SP,2.14,0.24,0,2.14,2.14,1.9,N/A,2026-04-22
CLQ7,CLK8,,,SP,2.31,0.27,0,2.31,2.31,2.04,N/A,2026-04-22
CLQ7,CLM8,,,SP,2.46,0.29,0,2.46,2.46,2.17,N/A,2026-04-22
CLQ7,CLN8,,,SP,2.65,0.31,0,2.65,2.65,2.34,N/A,2026-04-22
CLQ7,CLQ8,,,SP,2.86,0.32,0,2.86,2.86,2.54,N/A,2026-04-22
CLQ7,CLU8,,,SP,3.07,0.33,0,3.07,3.07,2.74,N/A,2026-04-22
CLQ7,CLV8,,,SP,3.26,0.35,0,3.26,3.26,2.91,N/A,2026-04-22
CLQ7,CLX8,,,SP,3.41,0.38,0,3.41,3.41,3.03,N/A,2026-04-22
CLQ7,CLZ8,,,SP,3.56,0.38,0,3.56,3.56,3.18,N/A,2026-04-22
CLQ7,CLF9,,,SP,3.76,0.38,0,3.76,3.76,3.38,N/A,2026-04-22
CLQ7,CLG9,,,SP,3.97,0.4,0,3.97,3.97,3.57,N/A,2026-04-22
CLQ7,CLH9,,,SP,4.16,0.41,0,4.16,4.16,3.75,N/A,2026-04-22
CLQ7,CLJ9,,,SP,4.33,0.42,0,4.33,4.33,3.91,N/A,2026-04-22
CLQ7,CLK9,,,SP,4.47,0.43,0,4.47,4.47,4.04,N/A,2026-04-22
CLQ7,CLM9,,,SP,4.64,0.44,0,4.64,4.64,4.2,N/A,2026-04-22
CLQ7,CLN9,,,SP,4.85,0.45,0,4.85,4.85,4.4,N/A,2026-04-22
CLQ7,CLQ9,,,SP,5.03,0.46,0,5.03,5.03,4.57,N/A,2026-04-22
CLQ7,CLU9,,,SP,5.21,0.46,0,5.21,5.21,4.75,N/A,2026-04-22
CLQ7,CLV9,,,SP,5.39,0.47,0,5.39,5.39,4.92,N/A,2026-04-22
CLQ7,CLX9,,,SP,5.57,0.48,0,5.57,5.57,5.09,N/A,2026-04-22
CLQ7,QAQ7,,,IS,-5.24,-0.02,0,-5.24,-5.24,-5.22,N/A,2026-04-22
CLQ7,QAU7,,,IS,-4.91,0.0099999999999998,0,-4.91,-4.91,-4.92,N/A,2026-04-22
CLQ7,QAV7,,,IS,-4.61,0.04,0,-4.61,-4.61,-4.65,N/A,2026-04-22
CLU7,CLV7,,,SP,0.28,0.01,0.3,0.3,0.25,0.27,29,"08:19 CT"
CLU7,CLX7,,,SP,0.52,0,0.52,0.52,0.52,0.52,1,"08:14 CT"
CLU7,CLZ7,,,SP,0.78,0.01,0.85,0.87,0.73,0.77,68,"08:16 CT"
CLU7,CLF8,,,SP,1.06,0.12,0,1.06,1.06,0.94,N/A,2026-04-22
CLU7,CLG8,,,SP,1.35,0.16,0,1.35,1.35,1.19,N/A,2026-04-22
CLU7,CLH8,,,SP,1.61,0.18,0,1.61,1.61,1.43,N/A,2026-04-22
CLU7,CLJ8,,,SP,1.83,0.2,0,1.83,1.83,1.63,N/A,2026-04-22
CLU7,CLK8,,,SP,2,0.23,0,2,2,1.77,N/A,2026-04-22
CLU7,CLM8,,,SP,2.15,0.25,0,2.15,2.15,1.9,N/A,2026-04-22
CLU7,CLN8,,,SP,2.34,0.27,0,2.34,2.34,2.07,N/A,2026-04-22
CLU7,CLQ8,,,SP,2.55,0.28,0,2.55,2.55,2.27,N/A,2026-04-22
CLU7,CLU8,,,SP,2.76,0.29,0,2.76,2.76,2.47,N/A,2026-04-22
CLU7,CLV8,,,SP,2.95,0.31,0,2.95,2.95,2.64,N/A,2026-04-22
CLU7,CLX8,,,SP,3.1,0.34,0,3.1,3.1,2.76,N/A,2026-04-22
CLU7,CLZ8,,,SP,3.25,0.34,0,3.25,3.25,2.91,N/A,2026-04-22
CLU7,CLF9,,,SP,3.45,0.34,0,3.45,3.45,3.11,N/A,2026-04-22
CLU7,CLG9,,,SP,3.66,0.36,0,3.66,3.66,3.3,N/A,2026-04-22
CLU7,CLH9,,,SP,3.85,0.37,0,3.85,3.85,3.48,N/A,2026-04-22
CLU7,CLJ9,,,SP,4.02,0.38,0,4.02,4.02,3.64,N/A,2026-04-22
CLU7,CLK9,,,SP,4.16,0.39,0,4.16,4.16,3.77,N/A,2026-04-22
CLU7,CLM9,,,SP,4.33,0.4,0,4.33,4.33,3.93,N/A,2026-04-22
CLU7,CLN9,,,SP,4.54,0.41,0,4.54,4.54,4.13,N/A,2026-04-22
CLU7,CLQ9,,,SP,4.72,0.42,0,4.72,4.72,4.3,N/A,2026-04-22
CLU7,CLU9,,,SP,4.9,0.42,0,4.9,4.9,4.48,N/A,2026-04-22
CLU7,CLV9,,,SP,5.08,0.43,0,5.08,5.08,4.65,N/A,2026-04-22
CLU7,CLX9,,,SP,5.26,0.44,0,5.26,5.26,4.82,N/A,2026-04-22
CLU7,QAU7,,,IS,-5.22,-0.03,0,-5.22,-5.22,-5.19,N/A,2026-04-22
CLU7,QAV7,,,IS,-4.92,0,0,-4.92,-4.92,-4.92,N/A,2026-04-22
CLU7,QAX7,,,IS,-4.65,0.04,0,-4.65,-4.65,-4.69,N/A,2026-04-22
CLU7,QAZ7,,,IS,-4.38,0.08,0,-4.38,-4.38,-4.46,N/A,2026-04-22
CLV7,CLX7,,,SP,0.24,-0.01,0.28,0.28,0.23,0.25,188,"07:34 CT"
CLV7,CLX7,CLZ7,,SA,70.88,0.5,0,70.88,70.88,70.38,N/A,2026-04-22
CLV7,CLZ7,,,SP,0.49,-0.01,0.52,0.52,0.47,0.5,19,"08:27 CT"
CLV7,CLF8,,,SP,0.79,0.09,0,0.79,0.79,0.7,N/A,2026-04-22
CLV7,CLG8,,,SP,1.08,0.13,0,1.08,1.08,0.95,N/A,2026-04-22
CLV7,CLH8,,,SP,1.34,0.15,0,1.34,1.34,1.19,N/A,2026-04-22
CLV7,CLJ8,,,SP,1.56,0.17,0,1.56,1.56,1.39,N/A,2026-04-22
CLV7,CLK8,,,SP,1.73,0.2,0,1.73,1.73,1.53,N/A,2026-04-22
CLV7,CLM8,,,SP,1.88,0.22,0,1.88,1.88,1.66,N/A,2026-04-22
CLV7,CLN8,,,SP,2.07,0.24,0,2.07,2.07,1.83,N/A,2026-04-22
CLV7,CLQ8,,,SP,2.28,0.25,0,2.28,2.28,2.03,N/A,2026-04-22
CLV7,CLU8,,,SP,2.49,0.26,0,2.49,2.49,2.23,N/A,2026-04-22
CLV7,CLV8,,,SP,2.68,0.28,0,2.68,2.68,2.4,N/A,2026-04-22
CLV7,CLX8,,,SP,2.83,0.31,0,2.83,2.83,2.52,N/A,2026-04-22
CLV7,CLZ8,,,SP,2.98,0.31,0,2.98,2.98,2.67,N/A,2026-04-22
CLV7,CLF9,,,SP,3.18,0.31,0,3.18,3.18,2.87,N/A,2026-04-22
CLV7,CLG9,,,SP,3.39,0.33,0,3.39,3.39,3.06,N/A,2026-04-22
CLV7,CLH9,,,SP,3.58,0.34,0,3.58,3.58,3.24,N/A,2026-04-22
CLV7,CLJ9,,,SP,3.75,0.35,0,3.75,3.75,3.4,N/A,2026-04-22
CLV7,CLK9,,,SP,3.89,0.36,0,3.89,3.89,3.53,N/A,2026-04-22
CLV7,CLM9,,,SP,4.06,0.37,0,4.06,4.06,3.69,N/A,2026-04-22
CLV7,CLN9,,,SP,4.27,0.38,0,4.27,4.27,3.89,N/A,2026-04-22
CLV7,CLQ9,,,SP,4.45,0.39,0,4.45,4.45,4.06,N/A,2026-04-22
CLV7,CLU9,,,SP,4.63,0.39,0,4.63,4.63,4.24,N/A,2026-04-22
CLV7,CLV9,,,SP,4.81,0.4,0,4.81,4.81,4.41,N/A,2026-04-22
CLV7,CLX9,,,SP,4.99,0.41,0,4.99,4.99,4.58,N/A,2026-04-22
CLV7,QAV7,,,IS,-5.19,-0.03,0,-5.19,-5.19,-5.16,N/A,2026-04-22
CLV7,QAX7,,,IS,-4.92,0.0099999999999998,0,-4.92,-4.92,-4.93,N/A,2026-04-22
CLV7,QAZ7,,,IS,-4.65,0.05,0,-4.65,-4.65,-4.7,N/A,2026-04-22
CLX7,CLZ7,,,SP,0.24,-0.01,0.26,0.27,0.24,0.25,171,"08:14 CT"
CLX7,CLZ7,CLF8,,BF,-0.05,0,-0.05,-0.04,-0.05,-0.05,155,2026-04-22
CLX7,CLF8,,,SP,0.54,0,0.54,0.54,0.54,0.54,12,"06:37 CT"
CLX7,CLG8,,,SP,0.83,0.09,0,0.83,0.83,0.74,N/A,2026-04-22
CLX7,CLH8,,,SP,1.09,0.11,0,1.09,1.09,0.98,N/A,2026-04-22
CLX7,CLJ8,,,SP,1.31,0.13,0,1.31,1.31,1.18,N/A,2026-04-22
CLX7,CLK8,,,SP,1.48,0.16,0,1.48,1.48,1.32,N/A,2026-04-22
CLX7,CLM8,,,SP,1.63,0.18,0,1.63,1.63,1.45,N/A,2026-04-22
CLX7,CLN8,,,SP,1.82,0.2,0,1.82,1.82,1.62,N/A,2026-04-22
CLX7,CLQ8,,,SP,2.03,0.21,0,2.03,2.03,1.82,N/A,2026-04-22
CLX7,CLU8,,,SP,2.24,0.22,0,2.24,2.24,2.02,N/A,2026-04-22
CLX7,CLV8,,,SP,2.43,0.24,0,2.43,2.43,2.19,N/A,2026-04-22
CLX7,CLX8,,,SP,2.58,0.27,0,2.58,2.58,2.31,N/A,2026-04-22
CLX7,CLZ8,,,SP,2.73,0.27,0,2.73,2.73,2.46,N/A,2026-04-22
CLX7,CLF9,,,SP,2.93,0.27,0,2.93,2.93,2.66,N/A,2026-04-22
CLX7,CLG9,,,SP,3.14,0.29,0,3.14,3.14,2.85,N/A,2026-04-22
CLX7,CLH9,,,SP,3.33,0.3,0,3.33,3.33,3.03,N/A,2026-04-22
CLX7,CLJ9,,,SP,3.5,0.31,0,3.5,3.5,3.19,N/A,2026-04-22
CLX7,CLK9,,,SP,3.64,0.32,0,3.64,3.64,3.32,N/A,2026-04-22
CLX7,CLM9,,,SP,3.81,0.33,0,3.81,3.81,3.48,N/A,2026-04-22
CLX7,CLN9,,,SP,4.02,0.34,0,4.02,4.02,3.68,N/A,2026-04-22
CLX7,CLQ9,,,SP,4.2,0.35,0,4.2,4.2,3.85,N/A,2026-04-22
CLX7,CLU9,,,SP,4.38,0.35,0,4.38,4.38,4.03,N/A,2026-04-22
CLX7,CLV9,,,SP,4.56,0.36,0,4.56,4.56,4.2,N/A,2026-04-22
CLX7,CLX9,,,SP,4.74,0.37,0,4.74,4.74,4.37,N/A,2026-04-22
CLX7,QAX7,,,IS,-5.17,-0.03,0,-5.17,-5.17,-5.14,N/A,2026-04-22
CLX7,QAZ7,,,IS,-4.9,0.0099999999999998,0,-4.9,-4.9,-4.91,N/A,2026-04-22
CLX7,QAF8,,,IS,-4.6,0.04,0,-4.6,-4.6,-4.64,N/A,2026-04-22
CLZ7,CLF8,,,SP,0.29,0,0.31,0.31,0.29,0.29,66,"08:14 CT"
CLZ7,CLG8,,,SP,0.59,0.01,0.59,0.59,0.59,0.58,20,"08:14 CT"
CLZ7,CLH8,,,SP,0.84,0,0.91,0.94,0.81,0.84,80,"08:25 CT"
CLZ7,CLH8,CLM8,,BF,0.3,0,0.3,0.3,0.3,0.3,57,"08:24 CT"
CLZ7,CLJ8,,,SP,1.06,0.1,0,1.06,1.06,0.96,N/A,2026-04-22
CLZ7,CLK8,,,SP,1.23,0.13,0,1.23,1.23,1.1,N/A,2026-04-22
CLZ7,CLM8,,,SP,1.39,0.01,1.38,1.56,1.31,1.38,1684,"08:16 CT"
CLZ7,CLM8,CLZ8,,BF,0.28,0,0.29,0.36,0.28,0.28,129,"08:08 CT"
CLZ7,CLN8,,,SP,1.57,0.17,0,1.57,1.57,1.4,N/A,2026-04-22
CLZ7,CLQ8,,,SP,1.78,0.18,0,1.78,1.78,1.6,N/A,2026-04-22
CLZ7,CLU8,,,SP,1.99,0.19,0,1.99,1.99,1.8,N/A,2026-04-22
CLZ7,CLV8,,,SP,2.18,0.21,0,2.18,2.18,1.97,N/A,2026-04-22
CLZ7,CLX8,,,SP,2.33,0.24,0,2.33,2.33,2.09,N/A,2026-04-22
CLZ7,CLZ8,,,SP,2.49,0.01,2.45,2.75,2.35,2.48,2318,"08:26 CT"
CLZ7,CLZ8,CLZ9,,BF,0.32,-0.02,0.36,0.42,0.32,0.34,16,"07:02 CT"
CLZ7,CLF9,,,SP,2.68,0.24,0,2.68,2.68,2.44,N/A,2026-04-22
CLZ7,CLG9,,,SP,2.89,0.26,0,2.89,2.89,2.63,N/A,2026-04-22
CLZ7,CLH9,,,SP,3.08,0.27,0,3.08,3.08,2.81,N/A,2026-04-22
CLZ7,CLJ9,,,SP,3.25,0.28,0,3.25,3.25,2.97,N/A,2026-04-22
CLZ7,CLK9,,,SP,3.39,0.29,0,3.39,3.39,3.1,N/A,2026-04-22
CLZ7,CLM9,,,SP,3.56,0.3,0,3.56,3.56,3.26,N/A,2026-04-22
CLZ7,CLN9,,,SP,3.77,0.31,0,3.77,3.77,3.46,N/A,2026-04-22
CLZ7,CLQ9,,,SP,3.95,0.32,0,3.95,3.95,3.63,N/A,2026-04-22
CLZ7,CLU9,,,SP,4.13,0.32,0,4.13,4.13,3.81,N/A,2026-04-22
CLZ7,CLV9,,,SP,4.31,0.33,0,4.31,4.31,3.98,N/A,2026-04-22
CLZ7,CLX9,,,SP,4.49,0.34,0,4.49,4.49,4.15,N/A,2026-04-22
CLZ7,CLZ9,,,SP,4.47,-0.15,4.75,4.75,4.47,4.62,2,"19:29 CT"
CLZ7,CLM0,,,SP,5.71,0.37,0,5.71,5.71,5.34,N/A,2026-04-22
CLZ7,CLZ0,,,SP,6.74,0.41,0,6.74,6.74,6.33,N/A,2026-04-22
CLZ7,CLM1,,,SP,7.8,0.43,0,7.8,7.8,7.37,N/A,2026-04-22
CLZ7,CLZ1,,,SP,8.83,0.47,0,8.83,8.83,8.36,N/A,2026-04-22
CLZ7,CLM2,,,SP,9.87,0.47,0,9.87,9.87,9.4,N/A,2026-04-22
CLZ7,CLZ2,,,SP,10.84,0.47,0,10.84,10.84,10.37,N/A,2026-04-22
CLZ7,CLM3,,,SP,11.81,0.47,0,11.81,11.81,11.34,N/A,2026-04-22
CLZ7,CLZ3,,,SP,12.81,0.47,0,12.81,12.81,12.34,N/A,2026-04-22
CLZ7,CLM4,,,SP,13.78,0.47,0,13.78,13.78,13.31,N/A,2026-04-22
CLZ7,CLZ4,,,SP,14.71,0.47,0,14.71,14.71,14.24,N/A,2026-04-22
CLZ7,CLM5,,,SP,15.68,0.47,0,15.68,15.68,15.21,N/A,2026-04-22
CLZ7,CLZ5,,,SP,16.61,0.47,0,16.61,16.61,16.14,N/A,2026-04-22
CLZ7,QAZ7,,,IS,-5.11,0.04,-5.03,-5.01,-5.34,-5.15,693,"08:27 CT"
CLZ7,QAZ7,CLM8,QAM8,IP,0.07,-0.02,0.11,0.12,0.07,0.09,20,"23:17 CT"
CLZ7,QAZ7,CLZ8,QAZ8,IP,0.06,-0.06,0.13,0.15,0.06,0.12,109,"07:46 CT"
CLZ7,QAF8,,,IS,-4.85,0.010000000000001,0,-4.85,-4.85,-4.86,N/A,2026-04-22
CLZ7,QAG8,,,IS,-4.57,0.04,0,-4.57,-4.57,-4.61,N/A,2026-04-22
CLZ7,QAM8,,,IS,-3.86,0.15,0,-3.86,-3.86,-4.01,N/A,2026-04-22
CLZ7,QAZ8,,,IS,-2.79,0.27,0,-2.79,-2.79,-3.06,N/A,2026-04-22
CLF8,CLG8,,,SP,0.29,0,0.3,0.3,0.28,0.29,238,"08:25 CT"
CLF8,CLG8,CLH8,,SA,70.06,0.42,0,70.06,70.06,69.64,N/A,2026-04-22
CLF8,CLH8,,,SP,0.55,0.06,0,0.55,0.55,0.49,N/A,2026-04-22
CLF8,CLJ8,,,SP,0.77,0.08,0,0.77,0.77,0.69,N/A,2026-04-22
CLF8,CLK8,,,SP,0.94,0.11,0,0.94,0.94,0.83,N/A,2026-04-22
CLF8,CLM8,,,SP,1.09,0.13,0,1.09,1.09,0.96,N/A,2026-04-22
CLF8,CLN8,,,SP,1.28,0.15,0,1.28,1.28,1.13,N/A,2026-04-22
CLF8,CLQ8,,,SP,1.49,0.16,0,1.49,1.49,1.33,N/A,2026-04-22
CLF8,CLU8,,,SP,1.7,0.17,0,1.7,1.7,1.53,N/A,2026-04-22
CLF8,CLV8,,,SP,1.89,0.19,0,1.89,1.89,1.7,N/A,2026-04-22
CLF8,CLX8,,,SP,2.04,0.22,0,2.04,2.04,1.82,N/A,2026-04-22
CLF8,CLZ8,,,SP,2.19,0.22,0,2.19,2.19,1.97,N/A,2026-04-22
CLF8,CLF9,,,SP,2.39,0.22,0,2.39,2.39,2.17,N/A,2026-04-22
CLF8,CLG9,,,SP,2.6,0.24,0,2.6,2.6,2.36,N/A,2026-04-22
CLF8,CLH9,,,SP,2.79,0.25,0,2.79,2.79,2.54,N/A,2026-04-22
CLF8,CLJ9,,,SP,2.96,0.26,0,2.96,2.96,2.7,N/A,2026-04-22
CLF8,CLK9,,,SP,3.1,0.27,0,3.1,3.1,2.83,N/A,2026-04-22
CLF8,CLM9,,,SP,3.27,0.28,0,3.27,3.27,2.99,N/A,2026-04-22
CLF8,CLN9,,,SP,3.48,0.29,0,3.48,3.48,3.19,N/A,2026-04-22
CLF8,CLQ9,,,SP,3.66,0.3,0,3.66,3.66,3.36,N/A,2026-04-22
CLF8,CLU9,,,SP,3.84,0.3,0,3.84,3.84,3.54,N/A,2026-04-22
CLF8,CLV9,,,SP,4.02,0.31,0,4.02,4.02,3.71,N/A,2026-04-22
CLF8,CLX9,,,SP,4.2,0.32,0,4.2,4.2,3.88,N/A,2026-04-22
"Downloaded from Barchart.com as of 04-23-2026 08:37am CDT"
